"","date","amount","inc","exp","concepto"
"418",2014-08-10,45.1030517171438,0,1,"Aqui va un concepto"
"419",2014-08-10,106.256517264835,0,1,"Aqui va un concepto"
"420",2014-08-11,107.626946760372,0,1,"Aqui va un concepto"
"421",2014-08-12,71.0619604164248,0,1,"Aqui va un concepto"
"422",2014-08-12,25.6518763136272,0,1,"Aqui va un concepto"
"423",2014-08-12,169.528850243595,0,1,"Aqui va un concepto"
"424",2014-08-12,46.6353129910258,0,1,"Aqui va un concepto"
"425",2014-08-13,71.0706129550088,0,1,"Aqui va un concepto"
"426",2014-08-13,57.5649521950754,0,1,"Aqui va un concepto"
"427",2014-08-14,95.5959213980584,0,1,"Aqui va un concepto"
"428",2014-08-14,86.1290364994429,0,1,"Aqui va un concepto"
"429",2014-08-15,137.270595255939,0,1,"Aqui va un concepto"
"430",2014-08-16,79.9019341566027,0,1,"Aqui va un concepto"
"431",2014-08-17,131.538463539138,0,1,"Aqui va un concepto"
"432",2014-08-17,170.259446223441,1,0,"Aqui va un concepto"
"433",2014-08-17,61.1395987305232,0,1,"Aqui va un concepto"
"434",2014-08-17,68.8497016433982,0,1,"Aqui va un concepto"
"435",2014-08-18,18.3800700135277,0,1,"Aqui va un concepto"
"436",2014-08-18,126.269974799373,0,1,"Aqui va un concepto"
"437",2014-08-19,114.281451711306,0,1,"Aqui va un concepto"
"438",2014-08-19,71.2895477001906,0,1,"Aqui va un concepto"
"439",2014-08-20,80.1184813452394,0,1,"Aqui va un concepto"
"440",2014-08-21,177.191619097474,0,1,"Aqui va un concepto"
"441",2014-08-22,89.1307092706497,0,1,"Aqui va un concepto"
"442",2014-08-22,44.6085031085004,0,1,"Aqui va un concepto"
"443",2014-08-23,115.530796286889,1,0,"Aqui va un concepto"
"444",2014-08-24,111.835889087606,0,1,"Aqui va un concepto"
"445",2014-08-25,133.319134124193,0,1,"Aqui va un concepto"
"446",2014-08-25,120.946769492273,0,1,"Aqui va un concepto"
"447",2014-08-25,149.191463797374,0,1,"Aqui va un concepto"
"448",2014-08-27,112.725394068398,0,1,"Aqui va un concepto"
"449",2014-08-27,105.007766243643,0,1,"Aqui va un concepto"
"450",2014-08-28,120.97707402902,0,1,"Aqui va un concepto"
"451",2014-08-28,110.769801666861,0,1,"Aqui va un concepto"
"452",2014-08-29,94.6076606625635,1,0,"Aqui va un concepto"
"453",2014-08-29,116.959632968727,0,1,"Aqui va un concepto"
"454",2014-08-30,154.689232047825,0,1,"Aqui va un concepto"
"455",2014-08-31,68.2829521923017,0,1,"Aqui va un concepto"
"456",2014-08-31,71.9772138523502,0,1,"Aqui va un concepto"
"457",2014-08-31,186.636789249932,0,1,"Aqui va un concepto"
"458",2014-08-31,36.6240845168814,0,1,"Aqui va un concepto"
"459",2014-09-01,50.7236367548894,0,1,"Aqui va un concepto"
"460",2014-09-01,70.5311157902822,0,1,"Aqui va un concepto"
"461",2014-09-02,68.8508641978247,0,1,"Aqui va un concepto"
"462",2014-09-02,45.1937700868226,0,1,"Aqui va un concepto"
"463",2014-09-03,179.42528201382,0,1,"Aqui va un concepto"
"464",2014-09-03,66.6063702492092,0,1,"Aqui va un concepto"
"465",2014-09-03,98.5473514098609,1,0,"Aqui va un concepto"
"466",2014-09-03,44.9345436365875,0,1,"Aqui va un concepto"
"467",2014-09-04,37.1093751706146,0,1,"Aqui va un concepto"
"468",2014-09-04,132.895453169822,0,1,"Aqui va un concepto"
"469",2014-09-05,84.3133635178053,0,1,"Aqui va un concepto"
"470",2014-09-06,8.79072725079482,0,1,"Aqui va un concepto"
"471",2014-09-06,48.8444384378458,0,1,"Aqui va un concepto"
"472",2014-09-06,104.847725884991,0,1,"Aqui va un concepto"
"473",2014-09-07,121.356280419962,0,1,"Aqui va un concepto"
"474",2014-09-07,110.933617782678,0,1,"Aqui va un concepto"
"475",2014-09-07,96.9147204689896,0,1,"Aqui va un concepto"
"476",2014-09-08,62.6848920976888,0,1,"Aqui va un concepto"
"477",2014-09-09,1.58799765230057,0,1,"Aqui va un concepto"
"478",2014-09-09,70.7247883794225,0,1,"Aqui va un concepto"
"479",2014-09-09,103.858702549253,0,1,"Aqui va un concepto"
"480",2014-09-10,126.51868538221,0,1,"Aqui va un concepto"
"481",2014-09-10,74.623993675325,0,1,"Aqui va un concepto"
"482",2014-09-10,124.431582347983,0,1,"Aqui va un concepto"
"483",2014-09-11,76.8619058764897,0,1,"Aqui va un concepto"
"484",2014-09-11,114.086373376539,0,1,"Aqui va un concepto"
"485",2014-09-11,53.0460306069259,0,1,"Aqui va un concepto"
"486",2014-09-11,59.8467897201952,0,1,"Aqui va un concepto"
"487",2014-09-11,98.4244394883879,0,1,"Aqui va un concepto"
"488",2014-09-11,99.3224268442036,0,1,"Aqui va un concepto"
"489",2014-09-11,128.073235088268,0,1,"Aqui va un concepto"
"490",2014-09-12,75.91718611358,0,1,"Aqui va un concepto"
"491",2014-09-14,188.644828411018,0,1,"Aqui va un concepto"
"492",2014-09-14,40.8806912561688,0,1,"Aqui va un concepto"
"493",2014-09-14,170.932033570057,1,0,"Aqui va un concepto"
"494",2014-09-15,60.6710567712015,0,1,"Aqui va un concepto"
"495",2014-09-15,134.669313512017,0,1,"Aqui va un concepto"
"496",2014-09-16,0.589319728158614,1,0,"Aqui va un concepto"
"497",2014-09-16,92.2014442810708,0,1,"Aqui va un concepto"
"498",2014-09-17,109.789696695507,0,1,"Aqui va un concepto"
"499",2014-09-17,169.398301087881,0,1,"Aqui va un concepto"
"500",2014-09-17,150.1635654772,1,0,"Aqui va un concepto"
"501",2014-09-18,61.2254435974897,0,1,"Aqui va un concepto"
"502",2014-09-18,134.444648424619,0,1,"Aqui va un concepto"
"503",2014-09-18,247.842590814513,0,1,"Aqui va un concepto"
"504",2014-09-18,113.886288353931,0,1,"Aqui va un concepto"
"505",2014-09-19,103.83054685965,0,1,"Aqui va un concepto"
"506",2014-09-20,84.2115698530127,1,0,"Aqui va un concepto"
"507",2014-09-20,33.2969912411288,1,0,"Aqui va un concepto"
"508",2014-09-21,158.088265612632,0,1,"Aqui va un concepto"
"509",2014-09-21,32.4523044340339,0,1,"Aqui va un concepto"
"510",2014-09-21,46.1538474311263,0,1,"Aqui va un concepto"
"511",2014-09-21,164.732349414917,0,1,"Aqui va un concepto"
"512",2014-09-21,196.911575895853,0,1,"Aqui va un concepto"
"513",2014-09-22,158.329526801482,0,1,"Aqui va un concepto"
"514",2014-09-22,167.674689128074,0,1,"Aqui va un concepto"
"515",2014-09-22,89.945545357646,0,1,"Aqui va un concepto"
"516",2014-09-22,95.6452898155371,0,1,"Aqui va un concepto"
"517",2014-09-23,50.9554209896542,0,1,"Aqui va un concepto"
"518",2014-09-23,109.742474043936,0,1,"Aqui va un concepto"
"519",2014-09-24,165.253227430506,0,1,"Aqui va un concepto"
"520",2014-09-24,9.89710014024789,0,1,"Aqui va un concepto"
"521",2014-09-24,98.9924642799957,0,1,"Aqui va un concepto"
"522",2014-09-24,2.32357141371196,0,1,"Aqui va un concepto"
"523",2014-09-25,91.9256452521892,0,1,"Aqui va un concepto"
"524",2014-09-26,165.928663046054,0,1,"Aqui va un concepto"
"525",2014-09-26,102.196703019317,0,1,"Aqui va un concepto"
"526",2014-09-27,151.23401562762,0,1,"Aqui va un concepto"
"527",2014-09-27,83.866226854265,0,1,"Aqui va un concepto"
"528",2014-09-28,99.9601536022104,0,1,"Aqui va un concepto"
"529",2014-09-28,193.321814430461,0,1,"Aqui va un concepto"
"530",2014-09-29,37.2984329827502,0,1,"Aqui va un concepto"
"531",2014-09-29,95.0703895805821,0,1,"Aqui va un concepto"
"532",2014-09-29,64.6387328827921,0,1,"Aqui va un concepto"
"533",2014-09-30,89.7143740395403,0,1,"Aqui va un concepto"
"534",2014-09-30,76.6212643428218,0,1,"Aqui va un concepto"
"535",2014-09-30,152.896267219088,0,1,"Aqui va un concepto"
"536",2014-10-01,42.2871862018816,0,1,"Aqui va un concepto"
"537",2014-10-01,82.7408300172943,0,1,"Aqui va un concepto"
"538",2014-10-03,105.955167722744,0,1,"Aqui va un concepto"
"539",2014-10-03,8.9785866476535,0,1,"Aqui va un concepto"
"540",2014-10-04,125.570753137137,1,0,"Aqui va un concepto"
"541",2014-10-04,28.3772807749056,0,1,"Aqui va un concepto"
"542",2014-10-05,113.709697736009,0,1,"Aqui va un concepto"
"543",2014-10-05,11.3275365525961,0,1,"Aqui va un concepto"
"544",2014-10-06,88.5636437420387,0,1,"Aqui va un concepto"
"545",2014-10-07,143.222872514821,1,0,"Aqui va un concepto"
"546",2014-10-07,178.587558271834,0,1,"Aqui va un concepto"
"547",2014-10-07,50.5631074484997,0,1,"Aqui va un concepto"
"548",2014-10-08,105.048023942454,0,1,"Aqui va un concepto"
"549",2014-10-09,165.68191399247,0,1,"Aqui va un concepto"
"550",2014-10-09,39.5962117752106,0,1,"Aqui va un concepto"
"551",2014-10-09,49.2452125778893,0,1,"Aqui va un concepto"
"552",2014-10-10,28.5324774026991,0,1,"Aqui va un concepto"
"553",2014-10-11,120.939907489474,0,1,"Aqui va un concepto"
"554",2014-10-11,21.5116020320585,0,1,"Aqui va un concepto"
"555",2014-10-12,89.6931651274532,0,1,"Aqui va un concepto"
"556",2014-10-12,66.5368425394705,0,1,"Aqui va un concepto"
"557",2014-10-13,110.317496594382,0,1,"Aqui va un concepto"
"558",2014-10-13,28.6548527228099,0,1,"Aqui va un concepto"
"559",2014-10-14,100.851619838491,0,1,"Aqui va un concepto"
"560",2014-10-15,123.64694493107,0,1,"Aqui va un concepto"
"561",2014-10-15,160.750491947185,0,1,"Aqui va un concepto"
"562",2014-10-15,127.953129198125,1,0,"Aqui va un concepto"
"563",2014-10-15,64.9696687112266,0,1,"Aqui va un concepto"
"564",2014-10-17,127.006612359335,0,1,"Aqui va un concepto"
"565",2014-10-17,100.16212697032,0,1,"Aqui va un concepto"
"566",2014-10-19,151.184781197158,0,1,"Aqui va un concepto"
"567",2014-10-20,1.83832612817454,1,0,"Aqui va un concepto"
"568",2014-10-20,83.0295156471041,0,1,"Aqui va un concepto"
"569",2014-10-20,86.8114880729354,0,1,"Aqui va un concepto"
"570",2014-10-21,159.209514748053,0,1,"Aqui va un concepto"
"571",2014-10-21,46.1592759504757,0,1,"Aqui va un concepto"
"572",2014-10-21,26.1873217662288,0,1,"Aqui va un concepto"
"573",2014-10-22,146.546159914045,0,1,"Aqui va un concepto"
"574",2014-10-22,102.834366136586,0,1,"Aqui va un concepto"
"575",2014-10-22,183.030270226568,0,1,"Aqui va un concepto"
"576",2014-10-23,97.1060673169707,0,1,"Aqui va un concepto"
"577",2014-10-24,140.609029026277,0,1,"Aqui va un concepto"
"578",2014-10-24,119.930278298761,0,1,"Aqui va un concepto"
"579",2014-10-24,94.1120791210782,0,1,"Aqui va un concepto"
"580",2014-10-25,42.416819052438,0,1,"Aqui va un concepto"
"581",2014-10-25,118.234997332508,0,1,"Aqui va un concepto"
"582",2014-10-25,93.0362302055414,0,1,"Aqui va un concepto"
"583",2014-10-26,74.9459570245409,0,1,"Aqui va un concepto"
"584",2014-10-26,119.482763050341,1,0,"Aqui va un concepto"
"585",2014-10-26,148.602082319785,0,1,"Aqui va un concepto"
"586",2014-10-27,23.6512877626622,0,1,"Aqui va un concepto"
"587",2014-10-29,7.00535272464229,0,1,"Aqui va un concepto"
"588",2014-10-29,104.338836074006,0,1,"Aqui va un concepto"
"589",2014-10-29,156.822510480033,0,1,"Aqui va un concepto"
"590",2014-10-29,105.969277465689,0,1,"Aqui va un concepto"
"591",2014-10-30,98.8283518747347,1,0,"Aqui va un concepto"
"592",2014-10-31,148.244553759028,0,1,"Aqui va un concepto"
"593",2014-11-01,85.9620020284634,0,1,"Aqui va un concepto"
"594",2014-11-01,93.8513511664283,0,1,"Aqui va un concepto"
"595",2014-11-02,61.4340740274453,0,1,"Aqui va un concepto"
"596",2014-11-02,90.124938365083,0,1,"Aqui va un concepto"
"597",2014-11-02,152.205232123707,0,1,"Aqui va un concepto"
"598",2014-11-04,100.504701791591,0,1,"Aqui va un concepto"
"599",2014-11-04,92.0563161877822,0,1,"Aqui va un concepto"
"600",2014-11-05,125.23772057239,0,1,"Aqui va un concepto"
"601",2014-11-05,245.254618714098,1,0,"Aqui va un concepto"
"602",2014-11-08,78.5105289561052,0,1,"Aqui va un concepto"
"603",2014-11-08,102.860614910225,0,1,"Aqui va un concepto"
"604",2014-11-10,90.0174991623599,0,1,"Aqui va un concepto"
"605",2014-11-10,36.2922803302794,0,1,"Aqui va un concepto"
"606",2014-11-10,171.273757194838,0,1,"Aqui va un concepto"
"607",2014-11-11,59.4174880960739,1,0,"Aqui va un concepto"
"608",2014-11-11,64.449939551833,0,1,"Aqui va un concepto"
"609",2014-11-12,67.0947087240707,0,1,"Aqui va un concepto"
"610",2014-11-12,72.4997121764556,0,1,"Aqui va un concepto"
"611",2014-11-13,194.636028390988,0,1,"Aqui va un concepto"
"612",2014-11-14,109.830945740225,0,1,"Aqui va un concepto"
"613",2014-11-15,155.412760083831,0,1,"Aqui va un concepto"
"614",2014-11-15,26.8926032404698,0,1,"Aqui va un concepto"
"615",2014-11-16,56.0088585968808,0,1,"Aqui va un concepto"
"616",2014-11-18,160.341657177368,0,1,"Aqui va un concepto"
"617",2014-11-18,89.8776845115848,0,1,"Aqui va un concepto"
"618",2014-11-19,86.3404126953766,0,1,"Aqui va un concepto"
"619",2014-11-19,94.2042844664628,1,0,"Aqui va un concepto"
"620",2014-11-19,104.073027455416,0,1,"Aqui va un concepto"
"621",2014-11-19,105.841789107346,0,1,"Aqui va un concepto"
"622",2014-11-20,161.975658984591,0,1,"Aqui va un concepto"
"623",2014-11-20,131.872006887454,0,1,"Aqui va un concepto"
"624",2014-11-21,112.240766127722,1,0,"Aqui va un concepto"
"625",2014-11-22,77.5496617145903,0,1,"Aqui va un concepto"
"626",2014-11-23,66.6594564112881,0,1,"Aqui va un concepto"
"627",2014-11-24,12.4836793684151,0,1,"Aqui va un concepto"
"628",2014-11-24,97.6825886210511,0,1,"Aqui va un concepto"
"629",2014-11-24,131.442065127808,0,1,"Aqui va un concepto"
"630",2014-11-24,10.0576633504911,0,1,"Aqui va un concepto"
"631",2014-11-25,21.4370027854374,0,1,"Aqui va un concepto"
"632",2014-11-25,151.372010022408,0,1,"Aqui va un concepto"
"633",2014-11-25,22.259602895317,0,1,"Aqui va un concepto"
"634",2014-11-25,32.1389145373149,0,1,"Aqui va un concepto"
"635",2014-11-25,79.6900799833408,0,1,"Aqui va un concepto"
"636",2014-11-25,78.7108935399607,0,1,"Aqui va un concepto"
"637",2014-11-26,90.8375216915974,1,0,"Aqui va un concepto"
"638",2014-11-28,118.094848198799,0,1,"Aqui va un concepto"
"639",2014-11-28,90.5730265607686,0,1,"Aqui va un concepto"
"640",2014-11-29,107.164446697857,0,1,"Aqui va un concepto"
"641",2014-11-29,112.573432652402,0,1,"Aqui va un concepto"
"642",2014-11-30,17.2162928147193,0,1,"Aqui va un concepto"
"643",2014-11-30,65.7371280742088,0,1,"Aqui va un concepto"
"644",2014-11-30,84.3533195522315,0,1,"Aqui va un concepto"
"645",2014-12-01,94.3281418611087,0,1,"Aqui va un concepto"
"646",2014-12-02,65.228122230804,0,1,"Aqui va un concepto"
"647",2014-12-02,109.469505297926,1,0,"Aqui va un concepto"
"648",2014-12-02,159.43545389866,0,1,"Aqui va un concepto"
"649",2014-12-02,173.417196209211,0,1,"Aqui va un concepto"
"650",2014-12-02,102.078363812177,0,1,"Aqui va un concepto"
"651",2014-12-04,67.6538977235126,0,1,"Aqui va un concepto"
"652",2014-12-04,161.100982183328,0,1,"Aqui va un concepto"
"653",2014-12-05,18.9889197644938,0,1,"Aqui va un concepto"
"654",2014-12-05,15.7276269110776,0,1,"Aqui va un concepto"
"655",2014-12-05,84.1252692714776,0,1,"Aqui va un concepto"
"656",2014-12-05,148.633537926368,0,1,"Aqui va un concepto"
"657",2014-12-06,76.9542798002528,1,0,"Aqui va un concepto"
"658",2014-12-06,125.504011611697,0,1,"Aqui va un concepto"
"659",2014-12-06,104.70957628934,0,1,"Aqui va un concepto"
"660",2014-12-07,119.73336102931,0,1,"Aqui va un concepto"
"661",2014-12-07,79.3903089974813,0,1,"Aqui va un concepto"
"662",2014-12-07,84.5015447632267,0,1,"Aqui va un concepto"
"663",2014-12-07,69.6914181008368,0,1,"Aqui va un concepto"
"664",2014-12-08,125.843398498277,1,0,"Aqui va un concepto"
"665",2014-12-10,59.3677518744915,0,1,"Aqui va un concepto"
"666",2014-12-10,64.6885725567844,0,1,"Aqui va un concepto"
"667",2014-12-10,44.9223490256495,0,1,"Aqui va un concepto"
"668",2014-12-11,26.6201306199111,0,1,"Aqui va un concepto"
"669",2014-12-11,149.092786747171,0,1,"Aqui va un concepto"
"670",2014-12-12,25.9094944614025,0,1,"Aqui va un concepto"
"671",2014-12-14,31.6722237978665,0,1,"Aqui va un concepto"
"672",2014-12-16,77.2800283412835,0,1,"Aqui va un concepto"
"673",2014-12-16,87.8336144685021,1,0,"Aqui va un concepto"
"674",2014-12-17,63.4615597896187,0,1,"Aqui va un concepto"
"675",2014-12-17,91.7113974489242,0,1,"Aqui va un concepto"
"676",2014-12-17,101.509767779606,0,1,"Aqui va un concepto"
"677",2014-12-17,111.232185627143,0,1,"Aqui va un concepto"
"678",2014-12-18,169.503557981972,0,1,"Aqui va un concepto"
"679",2014-12-19,123.234028993426,0,1,"Aqui va un concepto"
"680",2014-12-20,175.480283305235,0,1,"Aqui va un concepto"
"681",2014-12-21,118.515827489399,0,1,"Aqui va un concepto"
"682",2014-12-21,154.239284960848,0,1,"Aqui va un concepto"
"683",2014-12-22,78.8668965300745,0,1,"Aqui va un concepto"
"684",2014-12-24,68.8871068758712,0,1,"Aqui va un concepto"
"685",2014-12-24,80.1706805168566,0,1,"Aqui va un concepto"
"686",2014-12-24,132.311829134538,0,1,"Aqui va un concepto"
"687",2014-12-24,149.797128953833,0,1,"Aqui va un concepto"
"688",2014-12-26,49.5603545254278,0,1,"Aqui va un concepto"
"689",2014-12-27,24.1115466505093,0,1,"Aqui va un concepto"
"690",2014-12-27,133.779012754534,0,1,"Aqui va un concepto"
"691",2014-12-27,102.158005862269,0,1,"Aqui va un concepto"
"692",2014-12-27,113.287654427433,0,1,"Aqui va un concepto"
"693",2014-12-29,173.659837520295,1,0,"Aqui va un concepto"
"694",2014-12-29,137.28034933572,0,1,"Aqui va un concepto"
"695",2014-12-29,135.667415697365,0,1,"Aqui va un concepto"
"696",2014-12-30,38.9922132948651,0,1,"Aqui va un concepto"
"697",2014-12-30,13.4893862712968,0,1,"Aqui va un concepto"
"698",2014-12-30,49.2800270749956,0,1,"Aqui va un concepto"
"699",2015-01-01,121.890229109823,0,1,"Aqui va un concepto"
"700",2015-01-01,87.6187673683364,0,1,"Aqui va un concepto"
